title,year,genre,public_permission,duration_hr,duration_min,noted_imdb,movie_poster,play_trailer,movie_url
Into the Wild,2007,Adventure,R,2,28,8.1,https://www.imdb.com/title/tt0758758/mediaviewer/rm2115475456/?ref_=tt_ov_i,https://www.imdb.com/video/vi1051656473?playlistId=tt0758758&ref_=tt_ov_vi,https://www.imdb.com/title/tt0758758/
Young Frankenstein,1974,Comedy,PG,1,46,8.0,https://www.imdb.com/title/tt0072431/mediaviewer/rm1617677312/?ref_=tt_ov_i,https://www.imdb.com/video/vi3070165273?playlistId=tt0072431&ref_=tt_ov_vi,https://www.imdb.com/title/tt0072431/
The Fugitive,1993,Action,PG-13,2,10,7.8,https://www.imdb.com/title/tt0106977/mediaviewer/rm3485478656/?ref_=tt_ov_i,https://www.imdb.com/video/vi2388441881?playlistId=tt0106977&ref_=tt_ov_vi,https://www.imdb.com/title/tt0106977/
Le fabuleux destin d'Amélie Poulain,2001,Comedy,R,2,2,8.3,https://www.imdb.com/title/tt0211915/mediaviewer/rm1617958656/?ref_=tt_ov_i,https://www.imdb.com/video/vi1406515737?playlistId=tt0211915&ref_=tt_ov_vi,https://www.imdb.com/title/tt0211915/
Gone with the Wind,1939,Drama,Passed,3,58,8.2,https://www.imdb.com/title/tt0031381/mediaviewer/rm3798944768/?ref_=tt_ov_i,https://www.imdb.com/video/vi581873433?playlistId=tt0031381&ref_=tt_ov_vi,https://www.imdb.com/title/tt0031381/
Hidden Figures,2016,Biography,PG,2,7,7.8,https://www.imdb.com/title/tt4846340/mediaviewer/rm2507746048/?ref_=tt_ov_i,https://www.imdb.com/video/vi1121039897?playlistId=tt4846340&ref_=tt_ov_vi,https://www.imdb.com/title/tt4846340/
Slumdog Millionaire,2008,Drama,R,2,,8.0,https://www.imdb.com/title/tt1010048/mediaviewer/rm2952200704/?ref_=tt_ov_i,https://www.imdb.com/video/vi2220163097?playlistId=tt1010048&ref_=tt_ov_vi,https://www.imdb.com/title/tt1010048/
Shaun of the Dead,2004,Comedy,R,1,39,7.9,https://www.imdb.com/title/tt0365748/mediaviewer/rm4187183360/?ref_=tt_ov_i,https://www.imdb.com/video/vi2478686233?playlistId=tt0365748&ref_=tt_ov_vi,https://www.imdb.com/title/tt0365748/
Remember the Titans,2000,Biography,PG,1,53,7.8,https://www.imdb.com/title/tt0210945/mediaviewer/rm625477376/?ref_=tt_ov_i,https://www.imdb.com/video/vi846268185?playlistId=tt0210945&ref_=tt_ov_vi,https://www.imdb.com/title/tt0210945/
X-Men: Days of Future Past,2014,Action,PG-13,2,12,8.0,https://www.imdb.com/title/tt1877832/mediaviewer/rm2878803456/?ref_=tt_ov_i,https://www.imdb.com/video/vi3858345241?playlistId=tt1877832&ref_=tt_ov_vi,https://www.imdb.com/title/tt1877832/
RoboCop,1987,Action,R,1,42,7.6,https://www.imdb.com/title/tt0093870/mediaviewer/rm2136541696/?ref_=tt_ov_i,https://www.imdb.com/video/vi2038694169?playlistId=tt0093870&ref_=tt_ov_vi,https://www.imdb.com/title/tt0093870/
WALL·E,2008,Animation,G,1,38,8.4,https://www.imdb.com/title/tt0910970/mediaviewer/rm1659211008/?ref_=tt_ov_i,https://www.imdb.com/video/vi2192703769?playlistId=tt0910970&ref_=tt_ov_vi,https://www.imdb.com/title/tt0910970/
Casablanca,1942,Drama,PG,1,42,8.5,https://www.imdb.com/title/tt0034583/mediaviewer/rm1220089088/?ref_=tt_ov_i,https://www.imdb.com/video/vi6095897?playlistId=tt0034583&ref_=tt_ov_vi,https://www.imdb.com/title/tt0034583/
Black Hawk Down,2001,Action,R,2,24,7.7,https://www.imdb.com/title/tt0265086/mediaviewer/rm2867726336/?ref_=tt_ov_i,https://www.imdb.com/video/vi1809188377?playlistId=tt0265086&ref_=tt_ov_vi,https://www.imdb.com/title/tt0265086/
True Grit,2010,Drama,PG-13,1,50,7.6,https://www.imdb.com/title/tt1403865/mediaviewer/rm1304180992/?ref_=tt_ov_i,https://www.imdb.com/video/vi1984862489?playlistId=tt1403865&ref_=tt_ov_vi,https://www.imdb.com/title/tt1403865/
Planet of the Apes,1968,Adventure,G,1,52,8.0,https://www.imdb.com/title/tt0063442/mediaviewer/rm3327645440/?ref_=tt_ov_i,https://www.imdb.com/video/vi3430940953?playlistId=tt0063442&ref_=tt_ov_vi,https://www.imdb.com/title/tt0063442/
Home Alone,1990,Comedy,PG,1,43,7.7,https://www.imdb.com/title/tt0099785/mediaviewer/rm3804584704/?ref_=tt_ov_i,https://www.imdb.com/video/vi490651929?playlistId=tt0099785&ref_=tt_ov_vi,https://www.imdb.com/title/tt0099785/
C'era una volta il West,1968,Western,PG-13,2,45,8.5,https://www.imdb.com/title/tt0064116/mediaviewer/rm1638669825/?ref_=tt_ov_i,https://www.imdb.com/video/vi239075865?playlistId=tt0064116&ref_=tt_ov_vi,https://www.imdb.com/title/tt0064116/
Rain Man,1988,Drama,R,2,13,8.0,https://www.imdb.com/title/tt0095953/mediaviewer/rm275842816/?ref_=tt_ov_i,https://www.imdb.com/video/vi1846975001?playlistId=tt0095953&ref_=tt_ov_vi,https://www.imdb.com/title/tt0095953/
Chinatown,1974,Drama,R,2,10,8.2,https://www.imdb.com/title/tt0071315/mediaviewer/rm2376867329/?ref_=tt_ov_i,https://www.imdb.com/video/vi1220411673?playlistId=tt0071315&ref_=tt_ov_vi,https://www.imdb.com/title/tt0071315/
Boyhood,2014,Drama,R,2,45,7.9,https://www.imdb.com/title/tt1065073/mediaviewer/rm4108897280/?ref_=tt_ov_i,https://www.imdb.com/video/vi1306504217?playlistId=tt1065073&ref_=tt_ov_vi,https://www.imdb.com/title/tt1065073/
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Comedy,PG,1,35,8.4,https://www.imdb.com/title/tt0057012/mediaviewer/rm3960095232/?ref_=tt_ov_i,https://www.imdb.com/video/vi3726294553?playlistId=tt0057012&ref_=tt_ov_vi,https://www.imdb.com/title/tt0057012/
Hotaru no haka,1988,Animation,Not Rated,1,29,8.5,https://www.imdb.com/title/tt0095327/mediaviewer/rm2344616448/?ref_=tt_ov_i,https://www.imdb.com/video/vi1377679385?playlistId=tt0095327&ref_=tt_ov_vi,https://www.imdb.com/title/tt0095327/
Adaptation.,2002,Comedy,R,1,55,7.7,https://www.imdb.com/title/tt0268126/mediaviewer/rm139730433/?ref_=tt_ov_i,https://www.imdb.com/video/vi1706934041?playlistId=tt0268126&ref_=tt_ov_vi,https://www.imdb.com/title/tt0268126/
Nuovo Cinema Paradiso,1988,Drama,PG,2,35,8.5,https://www.imdb.com/title/tt0095765/mediaviewer/rm968560128/?ref_=tt_ov_i,https://www.imdb.com/video/vi2800655897?playlistId=tt0095765&ref_=tt_ov_vi,https://www.imdb.com/title/tt0095765/
Moon,2009,Drama,R,1,37,7.8,https://www.imdb.com/title/tt1182345/mediaviewer/rm1680837376/?ref_=tt_ov_i,https://www.imdb.com/video/vi1265108249?playlistId=tt1182345&ref_=tt_ov_vi,https://www.imdb.com/title/tt1182345/
La montaña sagrada,1973,Adventure,R,1,54,7.8,https://www.imdb.com/title/tt0071615/mediaviewer/rm3911191040/?ref_=tt_ov_i,https://www.imdb.com/title/tt0071615/,https://www.imdb.com/title/tt0071615/
The Deer Hunter,1978,Drama,R,3,3,8.1,https://www.imdb.com/title/tt0077416/mediaviewer/rm898259200/?ref_=tt_ov_i,https://www.imdb.com/video/vi3045785881?playlistId=tt0077416&ref_=tt_ov_vi,https://www.imdb.com/title/tt0077416/
The Machinist,2004,Drama,R,1,41,7.7,https://www.imdb.com/title/tt0361862/mediaviewer/rm673849088/?ref_=tt_ov_i,https://www.imdb.com/video/vi2062942489?playlistId=tt0361862&ref_=tt_ov_vi,https://www.imdb.com/title/tt0361862/
Halloween,1978,Horror,R,1,31,7.7,https://www.imdb.com/title/tt0077651/mediaviewer/rm650516224/?ref_=tt_ov_i,https://www.imdb.com/video/vi330039577?playlistId=tt0077651&ref_=tt_ov_vi,https://www.imdb.com/title/tt0077651/
Children of Men,2006,Action,R,1,49,7.9,https://www.imdb.com/title/tt0206634/mediaviewer/rm2864584961/?ref_=tt_ov_i,https://www.imdb.com/video/vi3459826457?playlistId=tt0206634&ref_=tt_ov_vi,https://www.imdb.com/title/tt0206634/
The Blues Brothers,1980,Action,R,2,13,7.9,https://www.imdb.com/title/tt0080455/mediaviewer/rm1305239296/?ref_=tt_ov_i,https://www.imdb.com/video/vi596689177?playlistId=tt0080455&ref_=tt_ov_vi,https://www.imdb.com/title/tt0080455/
Toy Story 4,2019,Animation,G,1,40,7.7,https://www.imdb.com/title/tt1979376/mediaviewer/rm3789906688/?ref_=tt_ov_i,https://www.imdb.com/video/vi1497349145?playlistId=tt1979376&ref_=tt_ov_vi,https://www.imdb.com/title/tt1979376/
Misery,1990,Drama,R,1,47,7.8,https://www.imdb.com/title/tt0100157/mediaviewer/rm1434774528/?ref_=tt_ov_i,https://www.imdb.com/video/vi3263805977?playlistId=tt0100157&ref_=tt_ov_vi,https://www.imdb.com/title/tt0100157/
Big Hero 6,2014,Animation,PG,1,42,7.8,https://www.imdb.com/title/tt2245084/mediaviewer/rm2493768704/?ref_=tt_ov_i,https://www.imdb.com/video/vi513650457?playlistId=tt2245084&ref_=tt_ov_vi,https://www.imdb.com/title/tt2245084/
Citizen Kane,1941,Drama,PG,1,59,8.3,https://www.imdb.com/title/tt0033467/mediaviewer/rm684416000/?ref_=tt_ov_i,https://www.imdb.com/video/vi568630553?playlistId=tt0033467&ref_=tt_ov_vi,https://www.imdb.com/title/tt0033467/
The Fighter,2010,Action,R,1,56,7.8,https://www.imdb.com/title/tt0964517/mediaviewer/rm3961488896/?ref_=tt_ov_i,https://www.imdb.com/video/vi2330986777?playlistId=tt0964517&ref_=tt_ov_vi,https://www.imdb.com/title/tt0964517/
Shichinin no samurai,1954,Action,Not Rated,3,27,8.6,https://www.imdb.com/title/tt0047478/mediaviewer/rm1379801345/?ref_=tt_ov_i,https://www.imdb.com/video/vi2923348761?playlistId=tt0047478&ref_=tt_ov_vi,https://www.imdb.com/title/tt0047478/
Metropolis,1927,Drama,Not Rated,2,33,8.3,https://www.imdb.com/title/tt0017136/mediaviewer/rm461986816/?ref_=tt_ov_i,https://www.imdb.com/video/vi1050609177?playlistId=tt0017136&ref_=tt_ov_vi,https://www.imdb.com/title/tt0017136/
Mr. Nobody,2009,Drama,R,2,21,7.8,https://www.imdb.com/title/tt0485947/mediaviewer/rm161668608/?ref_=tt_ov_i,https://www.imdb.com/video/vi23832857?playlistId=tt0485947&ref_=tt_ov_vi,https://www.imdb.com/title/tt0485947/
Star Trek Into Darkness,2013,Action,PG-13,2,12,7.7,https://www.imdb.com/title/tt1408101/mediaviewer/rm1177264384/?ref_=tt_ov_i,https://www.imdb.com/video/vi410167577?playlistId=tt1408101&ref_=tt_ov_vi,https://www.imdb.com/title/tt1408101/
The Untouchables,1987,Crime,R,1,59,7.9,https://www.imdb.com/title/tt0094226/mediaviewer/rm2697738496/?ref_=tt_ov_i,https://www.imdb.com/video/vi1450115097?playlistId=tt0094226&ref_=tt_ov_vi,https://www.imdb.com/title/tt0094226/
The Trial of the Chicago 7,2020,Drama,R,2,9,7.7,https://www.imdb.com/title/tt1070874/mediaviewer/rm850502913/?ref_=tt_ov_i,https://www.imdb.com/video/vi3081552153?playlistId=tt1070874&ref_=tt_ov_vi,https://www.imdb.com/title/tt1070874/
It's a Wonderful Life,1946,Drama,PG,2,10,8.6,https://www.imdb.com/title/tt0038650/mediaviewer/rm3862243328/?ref_=tt_ov_i,https://www.imdb.com/video/vi1101988121?playlistId=tt0038650&ref_=tt_ov_vi,https://www.imdb.com/title/tt0038650/
Mononoke-hime,1997,Animation,PG-13,2,14,8.4,https://www.imdb.com/title/tt0119698/mediaviewer/rm1908765440/?ref_=tt_ov_i,https://www.imdb.com/video/vi2563293465?playlistId=tt0119698&ref_=tt_ov_vi,https://www.imdb.com/title/tt0119698/
Dark Waters,2019,Biography,PG-13,2,6,7.6,https://www.imdb.com/title/tt9071322/mediaviewer/rm1797362689/?ref_=tt_ov_i,https://www.imdb.com/video/vi3717512985?playlistId=tt9071322&ref_=tt_ov_vi,https://www.imdb.com/title/tt9071322/
The Fault in Our Stars,2014,Drama,PG-13,2,6,7.7,https://www.imdb.com/title/tt2582846/mediaviewer/rm3368016897/?ref_=tt_ov_i,https://www.imdb.com/video/vi2313071897?playlistId=tt2582846&ref_=tt_ov_vi,https://www.imdb.com/title/tt2582846/
To Kill a Mockingbird,1962,Crime,Approved,2,9,8.3,https://www.imdb.com/title/tt0056592/mediaviewer/rm3330294528/?ref_=tt_ov_i,https://www.imdb.com/video/vi1222941977?playlistId=tt0056592&ref_=tt_ov_vi,https://www.imdb.com/title/tt0056592/
Toy Story 3,2010,Animation,G,1,43,8.3,https://www.imdb.com/title/tt0435761/mediaviewer/rm3038678784/?ref_=tt_ov_i,https://www.imdb.com/video/vi3676898329?playlistId=tt0435761&ref_=tt_ov_vi,https://www.imdb.com/title/tt0435761/
Mary Poppins,1964,Comedy,G,2,19,7.8,https://www.imdb.com/title/tt0058331/mediaviewer/rm2777561856/?ref_=tt_ov_i,https://www.imdb.com/video/vi2574362649?playlistId=tt0058331&ref_=tt_ov_vi,https://www.imdb.com/title/tt0058331/
Blood Diamond,2006,Adventure,R,2,23,8.0,https://www.imdb.com/title/tt0450259/mediaviewer/rm3284992512/?ref_=tt_ov_i,https://www.imdb.com/video/vi180027673?playlistId=tt0450259&ref_=tt_ov_vi,https://www.imdb.com/title/tt0450259/
The Pursuit of Happyness,2006,Biography,PG-13,1,57,8.0,https://www.imdb.com/title/tt0454921/mediaviewer/rm2553318400/?ref_=tt_ov_i,https://www.imdb.com/video/vi1413719065?playlistId=tt0454921&ref_=tt_ov_vi,https://www.imdb.com/title/tt0454921/
Kimetsu no Yaiba: Mugen Ressha-Hen,2020,Animation,,,,8.2,https://www.imdb.com/title/tt11032374/mediaviewer/rm1002942977/?ref_=tt_ov_i,https://www.imdb.com/video/vi359317017?playlistId=tt11032374&ref_=tt_ov_vi,https://www.imdb.com/title/tt11032374/
A Bronx Tale,1993,Crime,R,2,1,7.8,https://www.imdb.com/title/tt0106489/mediaviewer/rm878917120/?ref_=tt_ov_i,https://www.imdb.com/video/vi2536620825?playlistId=tt0106489&ref_=tt_ov_vi,https://www.imdb.com/title/tt0106489/
Bãhubali: The Beginning,2015,Action,Not Rated,2,39,8.0,https://www.imdb.com/title/tt2631186/mediaviewer/rm1023504640/?ref_=tt_ov_i,https://www.imdb.com/video/vi3834163993?playlistId=tt2631186&ref_=tt_ov_vi,https://www.imdb.com/title/tt2631186/
Capharnaüm,2018,Drama,R,2,6,8.4,https://www.imdb.com/title/tt8267604/mediaviewer/rm302499329/?ref_=tt_ov_i,https://www.imdb.com/video/vi1667873305?playlistId=tt8267604&ref_=tt_ov_vi,https://www.imdb.com/title/tt8267604/
Toy Story 2,1999,Animation,G,1,32,7.9,https://www.imdb.com/title/tt0120363/mediaviewer/rm1969689600/?ref_=tt_ov_i,https://www.imdb.com/video/vi2052129305?playlistId=tt0120363&ref_=tt_ov_vi,https://www.imdb.com/title/tt0120363/
Road to Perdition,2002,Crime,R,1,57,7.7,https://www.imdb.com/title/tt0257044/mediaviewer/rm1939365632/?ref_=tt_ov_i,https://www.imdb.com/video/vi696301081?playlistId=tt0257044&ref_=tt_ov_vi,https://www.imdb.com/title/tt0257044/
Dark City,1998,Fantasy,R,1,40,7.6,https://www.imdb.com/title/tt0118929/mediaviewer/rm737220096/?ref_=tt_ov_i,https://www.imdb.com/video/vi2614494745?playlistId=tt0118929&ref_=tt_ov_vi,https://www.imdb.com/title/tt0118929/
Contratiempo,2016,Crime,TV-MA,1,46,8.0,https://www.imdb.com/title/tt4857264/mediaviewer/rm2063468288/?ref_=tt_ov_i,https://www.imdb.com/video/vi1289008665?playlistId=tt4857264&ref_=tt_ov_vi,https://www.imdb.com/title/tt4857264/
Midnight Cowboy,1969,Drama,X,1,53,7.8,https://www.imdb.com/title/tt0064665/mediaviewer/rm972494080/?ref_=tt_ov_i,https://www.imdb.com/video/vi3873094681?playlistId=tt0064665&ref_=tt_ov_vi,https://www.imdb.com/title/tt0064665/
Butch Cassidy and the Sundance Kid,1969,Biography,PG,1,50,8.0,https://www.imdb.com/title/tt0064115/mediaviewer/rm2774916608/?ref_=tt_ov_i,https://www.imdb.com/video/vi2377908505?playlistId=tt0064115&ref_=tt_ov_vi,https://www.imdb.com/title/tt0064115/
Being John Malkovich,1999,Comedy,R,1,53,7.8,https://www.imdb.com/title/tt0120601/mediaviewer/rm1469060608/?ref_=tt_ov_i,https://www.imdb.com/video/vi3568894233?playlistId=tt0120601&ref_=tt_ov_vi,https://www.imdb.com/title/tt0120601/
Dogville,2003,Crime,R,2,58,8.0,https://www.imdb.com/title/tt0276919/mediaviewer/rm802266368/?ref_=tt_ov_i,https://www.imdb.com/video/vi178454809?playlistId=tt0276919&ref_=tt_ov_vi,https://www.imdb.com/title/tt0276919/
The Birds,1963,Drama,PG-13,1,59,7.7,https://www.imdb.com/title/tt0056869/mediaviewer/rm1418251264/?ref_=tt_ov_i,https://www.imdb.com/video/vi2022637849?playlistId=tt0056869&ref_=tt_ov_vi,https://www.imdb.com/title/tt0056869/
Ang-ma-reul bo-at-da,2010,Action,Not Rated,2,24,7.8,https://www.imdb.com/title/tt1588170/mediaviewer/rm290720256/?ref_=tt_ov_i,https://www.imdb.com/video/vi3158612505?playlistId=tt1588170&ref_=tt_ov_vi,https://www.imdb.com/title/tt1588170/
Hachi: A Dog's Tale,2009,Biography,G,1,33,8.1,https://www.imdb.com/title/tt1028532/mediaviewer/rm4073156096/?ref_=tt_ov_i,https://www.imdb.com/video/vi2296906777?playlistId=tt1028532&ref_=tt_ov_vi,https://www.imdb.com/title/tt1028532/
Naked,1993,Comedy,Not Rated,2,11,7.7,https://www.imdb.com/title/tt0107653/mediaviewer/rm203765760/?ref_=tt_ov_i,https://www.imdb.com/video/vi916193561?playlistId=tt0107653&ref_=tt_ov_vi,https://www.imdb.com/title/tt0107653/
Sling Blade,1996,Drama,R,2,15,8.0,https://www.imdb.com/title/tt0117666/mediaviewer/rm518198784/?ref_=tt_ov_i,https://www.imdb.com/video/vi1573953049?playlistId=tt0117666&ref_=tt_ov_vi,https://www.imdb.com/title/tt0117666/
Koe no katachi,2016,Animation,Not Rated,2,10,8.1,https://www.imdb.com/title/tt5323662/mediaviewer/rm3392757504/?ref_=tt_ov_i,https://www.imdb.com/video/vi2075180825?playlistId=tt5323662&ref_=tt_ov_vi,https://www.imdb.com/title/tt5323662/
Fried Green Tomatoes,1991,Drama,PG-13,2,10,7.7,https://www.imdb.com/title/tt0101921/mediaviewer/rm738591488/?ref_=tt_ov_i,https://www.imdb.com/video/vi476250137?playlistId=tt0101921&ref_=tt_ov_vi,https://www.imdb.com/title/tt0101921/
Die Hard: With a Vengeance,1995,Action,R,2,8,7.6,https://www.imdb.com/title/tt0112864/mediaviewer/rm2983138304/?ref_=tt_ov_i,https://www.imdb.com/video/vi2434245657?playlistId=tt0112864&ref_=tt_ov_vi,https://www.imdb.com/title/tt0112864/
Traffic,2000,Crime,R,2,27,7.6,https://www.imdb.com/title/tt0181865/mediaviewer/rm802050560/?ref_=tt_ov_i,https://www.imdb.com/title/tt0181865/,https://www.imdb.com/title/tt0181865/
Låt den rätte komma in,2008,Drama,R,1,54,7.9,https://www.imdb.com/title/tt1139797/mediaviewer/rm3276745472/?ref_=tt_ov_i,https://www.imdb.com/video/vi761004825?playlistId=tt1139797&ref_=tt_ov_vi,https://www.imdb.com/title/tt1139797/
In the Name of the Father,1993,Biography,R,2,13,8.1,https://www.imdb.com/title/tt0107207/mediaviewer/rm1385382400/?ref_=tt_ov_i,https://www.imdb.com/title/tt0107207/,https://www.imdb.com/title/tt0107207/
M - Eine Stadt sucht einen Mörder,1931,Crime,Passed,1,57,8.3,https://www.imdb.com/title/tt0022100/mediaviewer/rm7535104/?ref_=tt_ov_i,https://www.imdb.com/video/vi605863449?playlistId=tt0022100&ref_=tt_ov_vi,https://www.imdb.com/title/tt0022100/
La haine,1995,Crime,Not Rated,1,38,8.1,https://www.imdb.com/title/tt0113247/mediaviewer/rm3419144960/?ref_=tt_ov_i,https://www.imdb.com/video/vi1231338009?playlistId=tt0113247&ref_=tt_ov_vi,https://www.imdb.com/title/tt0113247/
October Sky,1999,Biography,PG,1,48,7.8,https://www.imdb.com/title/tt0132477/mediaviewer/rm4064208129/?ref_=tt_ov_i,https://www.imdb.com/video/vi934920729?playlistId=tt0132477&ref_=tt_ov_vi,https://www.imdb.com/title/tt0132477/
Evil Dead II,1987,Comedy,R,1,24,7.7,https://www.imdb.com/title/tt0092991/mediaviewer/rm1570114560/?ref_=tt_ov_i,https://www.imdb.com/video/vi2539306009?playlistId=tt0092991&ref_=tt_ov_vi,https://www.imdb.com/title/tt0092991/
End of Watch,2012,Action,R,1,49,7.6,https://www.imdb.com/title/tt1855199/mediaviewer/rm1645849344/?ref_=tt_ov_i,https://www.imdb.com/video/vi3486098713?playlistId=tt1855199&ref_=tt_ov_vi,https://www.imdb.com/title/tt1855199/
Barry Lyndon,1975,Adventure,PG,3,5,8.1,https://www.imdb.com/title/tt0072684/mediaviewer/rm1970725120/?ref_=tt_ov_i,https://www.imdb.com/video/vi247005465?playlistId=tt0072684&ref_=tt_ov_vi,https://www.imdb.com/title/tt0072684/
Captain Phillips,2013,Action,PG-13,2,14,7.8,https://www.imdb.com/title/tt1535109/mediaviewer/rm1704611840/?ref_=tt_ov_i,https://www.imdb.com/video/vi699050009?playlistId=tt1535109&ref_=tt_ov_vi,https://www.imdb.com/title/tt1535109/
Bonnie and Clyde,1967,Action,R,1,51,7.7,https://www.imdb.com/title/tt0061418/mediaviewer/rm982901761/?ref_=tt_ov_i,https://www.imdb.com/video/vi2495283481?playlistId=tt0061418&ref_=tt_ov_vi,https://www.imdb.com/title/tt0061418/
Glengarry Glen Ross,1992,Crime,R,1,40,7.7,https://www.imdb.com/title/tt0104348/mediaviewer/rm1204763392/?ref_=tt_ov_i,https://www.imdb.com/video/vi1890189593?playlistId=tt0104348&ref_=tt_ov_vi,https://www.imdb.com/title/tt0104348/
Serpico,1973,Biography,R,2,10,7.7,https://www.imdb.com/title/tt0070666/mediaviewer/rm433514241/?ref_=tt_ov_i,https://www.imdb.com/video/vi1619638809?playlistId=tt0070666&ref_=tt_ov_vi,https://www.imdb.com/title/tt0070666/
Paper Moon,1973,Comedy,PG,1,42,8.1,https://www.imdb.com/title/tt0070510/mediaviewer/rm997646592/?ref_=tt_ov_i,https://www.imdb.com/video/vi724746521?playlistId=tt0070510&ref_=tt_ov_vi,https://www.imdb.com/title/tt0070510/
Rushmore,1998,Comedy,R,1,33,7.6,https://www.imdb.com/title/tt0128445/mediaviewer/rm3914259968/?ref_=tt_ov_i,https://www.imdb.com/video/vi4047289369?playlistId=tt0128445&ref_=tt_ov_vi,https://www.imdb.com/title/tt0128445/
My Left Foot: The Story of Christy Brown,1989,Biography,R,1,43,7.9,https://www.imdb.com/title/tt0097937/mediaviewer/rm4097848576/?ref_=tt_ov_i,https://www.imdb.com/video/vi3500998937?playlistId=tt0097937&ref_=tt_ov_vi,https://www.imdb.com/title/tt0097937/
Star Trek II: The Wrath of Khan,1982,Action,PG,1,53,7.7,https://www.imdb.com/title/tt0084726/mediaviewer/rm1698437121/?ref_=tt_ov_i,https://www.imdb.com/video/vi1234417433?playlistId=tt0084726&ref_=tt_ov_vi,https://www.imdb.com/title/tt0084726/
Der Name der Rose,1986,Drama,R,2,10,7.7,https://www.imdb.com/title/tt0091605/mediaviewer/rm1189816576/?ref_=tt_ov_i,https://www.imdb.com/title/tt0091605/,https://www.imdb.com/title/tt0091605/
In the Heat of the Night,1967,Drama,Approved,1,50,7.9,https://www.imdb.com/title/tt0061811/mediaviewer/rm697112833/?ref_=tt_ov_i,https://www.imdb.com/video/vi4280008217?playlistId=tt0061811&ref_=tt_ov_vi,https://www.imdb.com/title/tt0061811/
