country_name,year,debt_to_gdp_ratio,growth_rate,population
Vanuatu,1980,52.18%,2.97%,"321,832"
Vanuatu,1975,52.18%,3.18%,"321,832"
Vanuatu,1970,52.18%,2.83%,"321,832"
Vanuatu,1965,52.18%,3.12%,"321,832"
Vanuatu,1960,52.18%,3.01%,"321,832"
Qatar,1995,52.74%,1.51%,"2,979,915"
Qatar,1990,52.74%,5.13%,"2,979,915"
Qatar,1985,52.74%,10.65%,"2,979,915"
Qatar,1980,52.74%,6.36%,"2,979,915"
Qatar,1975,52.74%,8.45%,"2,979,915"
Qatar,1970,52.74%,8.26%,"2,979,915"
Qatar,1965,52.74%,9.22%,"2,979,915"
Kyrgyzstan,2022,56.09%,1.68%,"6,728,271"
Kyrgyzstan,2021,56.09%,1.76%,"6,728,271"
Seychelles,2018,54.49%,0.70%,"99,426"
Seychelles,2017,54.49%,0.74%,"99,426"
Seychelles,2015,54.49%,0.80%,"99,426"
Seychelles,2010,54.49%,0.58%,"99,426"
Seychelles,2005,54.49%,1.82%,"99,426"
Seychelles,2000,54.49%,1.11%,"99,426"
Benin,1995,54.00%,3.47%,"12,784,726"
Benin,1990,54.00%,3.08%,"12,784,726"
Benin,1985,54.00%,2.85%,"12,784,726"
Benin,1980,54.00%,2.63%,"12,784,726"
Benin,1975,54.00%,2.31%,"12,784,726"
Benin,1970,54.00%,2.04%,"12,784,726"
Grenada,2022,56.12%,0.46%,"113,475"
Grenada,2021,56.12%,0.50%,"113,475"
Grenada,2020,56.12%,0.46%,"113,475"
Grenada,2019,56.12%,0.49%,"113,475"
Yemen,2020,54.51%,2.28%,"31,154,867"
Yemen,2019,54.51%,2.33%,"31,154,867"
Yemen,2018,54.51%,2.38%,"31,154,867"
Yemen,2017,54.51%,2.45%,"31,154,867"
Yemen,2015,54.51%,2.73%,"31,154,867"
Yemen,2010,54.51%,2.86%,"31,154,867"
Yemen,2005,54.51%,2.92%,"31,154,867"
Yemen,2000,54.51%,3.14%,"31,154,867"
Yemen,1995,54.51%,4.96%,"31,154,867"
Serbia,1955,50.95%,1.45%,"8,653,016"
Mexico,2005,54.11%,1.40%,"131,562,772"
Mexico,2000,54.11%,1.53%,"131,562,772"
Mexico,1995,54.11%,1.77%,"131,562,772"
Mexico,1990,54.11%,2.01%,"131,562,772"
Mexico,1985,54.11%,2.32%,"131,562,772"
Mexico,1980,54.11%,2.60%,"131,562,772"
Belarus,1965,51.08%,0.92%,"9,432,800"
Belarus,1960,51.08%,0.96%,"9,432,800"
Belarus,1955,51.08%,0.01%,"9,432,800"
Guinea Bissau,2019,54.92%,2.49%,"2,063,367"
Guinea Bissau,2018,54.92%,2.53%,"2,063,367"
Guinea Bissau,2017,54.92%,2.56%,"2,063,367"
Guinea Bissau,2015,54.92%,2.67%,"2,063,367"
Guinea Bissau,2010,54.92%,2.51%,"2,063,367"
Guinea Bissau,2005,54.92%,2.28%,"2,063,367"
China,2019,55.36%,0.43%,"1,448,471,400"
China,2018,55.36%,0.47%,"1,448,471,400"
China,2017,55.36%,0.49%,"1,448,471,400"
China,2015,55.36%,0.55%,"1,448,471,400"
China,2010,55.36%,0.56%,"1,448,471,400"
China,2005,55.36%,0.62%,"1,448,471,400"
China,2000,55.36%,0.79%,"1,448,471,400"
Kenya,2019,55.50%,2.30%,"56,215,221"
Kenya,2018,55.50%,2.33%,"56,215,221"
Kenya,2017,55.50%,2.38%,"56,215,221"
Kenya,2015,55.50%,2.64%,"56,215,221"
Kenya,2010,55.50%,2.79%,"56,215,221"
Kenya,2005,55.50%,2.76%,"56,215,221"
Netherlands,1980,52.04%,0.67%,"17,211,447"
Netherlands,1975,52.04%,1.03%,"17,211,447"
Netherlands,1970,52.04%,1.20%,"17,211,447"
Netherlands,1965,52.04%,1.36%,"17,211,447"
Netherlands,1960,52.04%,1.34%,"17,211,447"
Netherlands,1955,52.04%,1.30%,"17,211,447"
Niger,2019,55.60%,3.87%,"26,083,660"
Niger,2018,55.60%,3.89%,"26,083,660"
Niger,2017,55.60%,3.91%,"26,083,660"
Niger,2015,55.60%,3.97%,"26,083,660"
Niger,2010,55.60%,3.86%,"26,083,660"
Niger,2005,55.60%,3.75%,"26,083,660"
Vanuatu,1955,52.18%,2.86%,"321,832"
Qatar,1960,52.74%,5.73%,"2,979,915"
Qatar,1955,52.74%,7.48%,"2,979,915"
Kyrgyzstan,2020,56.09%,1.69%,"6,728,271"
Kyrgyzstan,2019,56.09%,1.77%,"6,728,271"
Kyrgyzstan,2018,56.09%,1.85%,"6,728,271"
Kyrgyzstan,2017,56.09%,1.90%,"6,728,271"
Kyrgyzstan,2015,56.09%,1.91%,"6,728,271"
Kyrgyzstan,2010,56.09%,1.33%,"6,728,271"
Kyrgyzstan,2005,56.09%,0.62%,"6,728,271"
Costa Rica,2022,56.15%,0.92%,"5,182,354"
Costa Rica,2021,56.15%,0.96%,"5,182,354"
Seychelles,1995,54.49%,1.67%,"99,426"
Seychelles,1990,54.49%,0.23%,"99,426"
Seychelles,1985,54.49%,1.04%,"99,426"
Seychelles,1980,54.49%,2.14%,"99,426"
Seychelles,1975,54.49%,2.62%,"99,426"
Seychelles,1970,54.49%,2.28%,"99,426"
Seychelles,1965,54.49%,2.37%,"99,426"
Benin,1965,54.00%,1.60%,"12,784,726"
Benin,1960,54.00%,1.09%,"12,784,726"
Benin,1955,54.00%,0.43%,"12,784,726"
Malaysia,2022,56.32%,1.30%,"33,181,072"
Grenada,2018,56.12%,0.52%,"113,475"
Grenada,2017,56.12%,0.56%,"113,475"
Grenada,2015,56.12%,0.63%,"113,475"
Grenada,2010,56.12%,0.30%,"113,475"
Grenada,2005,56.12%,0.35%,"113,475"
Grenada,2000,56.12%,0.50%,"113,475"
Grenada,1995,56.12%,0.81%,"113,475"
Yemen,1990,54.51%,4.11%,"31,154,867"
Yemen,1985,54.51%,3.81%,"31,154,867"
Yemen,1980,54.51%,3.20%,"31,154,867"
Yemen,1975,54.51%,1.84%,"31,154,867"
Yemen,1970,54.51%,1.57%,"31,154,867"
Yemen,1965,54.51%,1.51%,"31,154,867"
Yemen,1960,54.51%,1.37%,"31,154,867"
Mexico,1975,54.11%,2.97%,"131,562,772"
Mexico,1970,54.11%,3.14%,"131,562,772"
Mexico,1965,54.11%,3.16%,"131,562,772"
Mexico,1960,54.11%,3.15%,"131,562,772"
Mexico,1955,54.11%,2.97%,"131,562,772"
Guinea Bissau,2000,54.92%,1.98%,"2,063,367"
Guinea Bissau,1995,54.92%,2.23%,"2,063,367"
Guinea Bissau,1990,54.92%,2.26%,"2,063,367"
Guinea Bissau,1985,54.92%,2.21%,"2,063,367"
Guinea Bissau,1980,54.92%,0.41%,"2,063,367"
Guinea Bissau,1975,54.92%,1.68%,"2,063,367"
Guinea Bissau,1970,54.92%,1.64%,"2,063,367"
Guinea Bissau,1965,54.92%,1.07%,"2,063,367"
Guinea Bissau,1960,54.92%,1.35%,"2,063,367"
China,1995,55.36%,1.06%,"1,448,471,400"
China,1990,55.36%,1.82%,"1,448,471,400"
China,1985,55.36%,1.47%,"1,448,471,400"
China,1980,55.36%,1.55%,"1,448,471,400"
China,1975,55.36%,2.28%,"1,448,471,400"
China,1970,55.36%,2.71%,"1,448,471,400"
China,1965,55.36%,1.86%,"1,448,471,400"
China,1960,55.36%,1.53%,"1,448,471,400"
China,1955,55.36%,2.00%,"1,448,471,400"
Kenya,2000,55.50%,2.85%,"56,215,221"
Kenya,1995,55.50%,3.20%,"56,215,221"
Kenya,1990,55.50%,3.60%,"56,215,221"
Kenya,1985,55.50%,3.90%,"56,215,221"
Kenya,1980,55.50%,3.87%,"56,215,221"
Kenya,1975,55.50%,3.74%,"56,215,221"
Germany,2022,56.93%,0.29%,"83,883,596"
Germany,2021,56.93%,0.41%,"83,883,596"
Germany,2020,56.93%,0.32%,"83,883,596"
Germany,2019,56.93%,0.47%,"83,883,596"
Niger,2000,55.60%,3.61%,"26,083,660"
Niger,1995,55.60%,3.41%,"26,083,660"
Niger,1990,55.60%,3.02%,"26,083,660"
Niger,1985,55.60%,2.92%,"26,083,660"
Niger,1980,55.60%,2.93%,"26,083,660"
Niger,1975,55.60%,2.83%,"26,083,660"
Niger,1970,55.60%,2.88%,"26,083,660"
Niger,1965,55.60%,2.92%,"26,083,660"
Niger,1960,55.60%,2.77%,"26,083,660"
Niger,1955,55.60%,2.92%,"26,083,660"
Bolivia,2022,57.11%,1.39%,"11,992,656"
Bolivia,2021,57.11%,1.41%,"11,992,656"
Bolivia,2020,57.11%,1.39%,"11,992,656"
Guyana,2022,57.22%,0.48%,"794,045"
Guyana,2021,57.22%,0.49%,"794,045"
Guyana,2020,57.22%,0.48%,"794,045"
Vietnam,2022,57.36%,0.90%,"98,953,541"
Vietnam,2021,57.36%,0.95%,"98,953,541"
Vietnam,2020,57.36%,0.91%,"98,953,541"
Vietnam,2019,57.36%,0.96%,"98,953,541"
Vietnam,2018,57.36%,1.00%,"98,953,541"
Kyrgyzstan,2000,56.09%,1.51%,"6,728,271"
Kyrgyzstan,1995,56.09%,0.87%,"6,728,271"
Kyrgyzstan,1990,56.09%,1.83%,"6,728,271"
Kyrgyzstan,1985,56.09%,2.03%,"6,728,271"
Kyrgyzstan,1980,56.09%,1.87%,"6,728,271"
Kyrgyzstan,1975,56.09%,2.08%,"6,728,271"
Kyrgyzstan,1970,56.09%,2.94%,"6,728,271"
Kyrgyzstan,1965,56.09%,3.44%,"6,728,271"
Costa Rica,2020,56.15%,0.92%,"5,182,354"
Costa Rica,2019,56.15%,0.96%,"5,182,354"
Costa Rica,2018,56.15%,1.00%,"5,182,354"
Costa Rica,2017,56.15%,1.03%,"5,182,354"
Costa Rica,2015,56.15%,1.16%,"5,182,354"
Costa Rica,2010,56.15%,1.33%,"5,182,354"
Costa Rica,2005,56.15%,1.58%,"5,182,354"
Costa Rica,2000,56.15%,2.25%,"5,182,354"
Seychelles,1960,54.49%,1.32%,"99,426"
Seychelles,1955,54.49%,1.41%,"99,426"
Puerto Rico,2022,57.70%,-2.21%,"2,829,812"
Puerto Rico,2021,57.70%,-2.94%,"2,829,812"
Puerto Rico,2020,57.70%,-2.47%,"2,829,812"
Malaysia,2021,56.32%,1.33%,"33,181,072"
Malaysia,2020,56.32%,1.30%,"33,181,072"
Malaysia,2019,56.32%,1.34%,"33,181,072"
Malaysia,2018,56.32%,1.36%,"33,181,072"
Malaysia,2017,56.32%,1.37%,"33,181,072"
Malaysia,2015,56.32%,1.42%,"33,181,072"
Malaysia,2010,56.32%,1.89%,"33,181,072"
Malaysia,2005,56.32%,2.07%,"33,181,072"
Malaysia,2000,56.32%,2.51%,"33,181,072"
Grenada,1990,56.12%,-0.73%,"113,475"
Grenada,1985,56.12%,2.34%,"113,475"
Grenada,1980,56.12%,-0.76%,"113,475"
Grenada,1975,56.12%,-0.42%,"113,475"
Grenada,1970,56.12%,-0.03%,"113,475"
Grenada,1965,56.12%,1.03%,"113,475"
Grenada,1960,56.12%,2.09%,"113,475"
Yemen,1955,54.51%,1.27%,"31,154,867"
Guinea Bissau,1955,54.92%,1.48%,"2,063,367"
Kenya,1970,55.50%,3.47%,"56,215,221"
Kenya,1965,55.50%,3.25%,"56,215,221"
Kenya,1960,55.50%,3.05%,"56,215,221"
Kenya,1955,55.50%,2.83%,"56,215,221"
Germany,2018,56.93%,0.56%,"83,883,596"
Germany,2017,56.93%,0.56%,"83,883,596"
Germany,2015,56.93%,0.24%,"83,883,596"
Germany,2010,56.93%,-0.19%,"83,883,596"
Germany,2005,56.93%,0.05%,"83,883,596"
Germany,2000,56.93%,0.07%,"83,883,596"
Germany,1995,56.93%,0.52%,"83,883,596"
Bolivia,2019,57.11%,1.41%,"11,992,656"
Bolivia,2018,57.11%,1.43%,"11,992,656"
Bolivia,2017,57.11%,1.46%,"11,992,656"
Bolivia,2015,57.11%,1.58%,"11,992,656"
Bolivia,2010,57.11%,1.71%,"11,992,656"
Bolivia,2005,57.11%,1.86%,"11,992,656"
Bolivia,2000,57.11%,2.01%,"11,992,656"
South Africa,2022,57.81%,1.28%,"60,756,135"
South Africa,2021,57.81%,1.33%,"60,756,135"
South Africa,2020,57.81%,1.28%,"60,756,135"
South Africa,2019,57.81%,1.32%,"60,756,135"
South Africa,2018,57.81%,1.37%,"60,756,135"
Guyana,2019,57.22%,0.48%,"794,045"
Guyana,2018,57.22%,0.49%,"794,045"
Guyana,2017,57.22%,0.50%,"794,045"
Guyana,2015,57.22%,0.48%,"794,045"
Guyana,2010,57.22%,0.09%,"794,045"
Guyana,2005,57.22%,-0.01%,"794,045"
Guyana,2000,57.22%,-0.39%,"794,045"
Vietnam,2017,57.36%,1.03%,"98,953,541"
Vietnam,2015,57.36%,1.05%,"98,953,541"
Vietnam,2010,57.36%,0.97%,"98,953,541"
Vietnam,2005,57.36%,0.96%,"98,953,541"
Vietnam,2000,57.36%,1.30%,"98,953,541"
Vietnam,1995,57.36%,1.96%,"98,953,541"
Vietnam,1990,57.36%,2.23%,"98,953,541"
Gabon,2022,58.48%,2.46%,"2,331,533"
Gabon,2021,58.48%,2.56%,"2,331,533"
Gabon,2020,58.48%,2.45%,"2,331,533"
Kyrgyzstan,1960,56.09%,2.65%,"6,728,271"
Kyrgyzstan,1955,56.09%,1.82%,"6,728,271"
Ethiopia,2022,57.43%,2.57%,"120,812,698"
Ethiopia,2021,57.43%,2.61%,"120,812,698"
Ethiopia,2020,57.43%,2.57%,"120,812,698"
Costa Rica,1995,56.15%,2.59%,"5,182,354"
Costa Rica,1990,56.15%,2.65%,"5,182,354"
Costa Rica,1985,56.15%,2.75%,"5,182,354"
Costa Rica,1980,56.15%,2.68%,"5,182,354"
Costa Rica,1975,56.15%,2.54%,"5,182,354"
Costa Rica,1970,56.15%,3.01%,"5,182,354"
Costa Rica,1965,56.15%,3.66%,"5,182,354"
Costa Rica,1960,56.15%,3.69%,"5,182,354"
Costa Rica,1955,56.15%,3.26%,"5,182,354"
Puerto Rico,2019,57.70%,-3.49%,"2,829,812"
Puerto Rico,2018,57.70%,-3.92%,"2,829,812"
Puerto Rico,2017,57.70%,-3.64%,"2,829,812"
Puerto Rico,2015,57.70%,-1.13%,"2,829,812"
Puerto Rico,2010,57.70%,-0.29%,"2,829,812"
Puerto Rico,2005,57.70%,-0.20%,"2,829,812"
Puerto Rico,2000,57.70%,0.56%,"2,829,812"
Puerto Rico,1995,57.70%,0.95%,"2,829,812"
Malaysia,1995,56.32%,2.59%,"33,181,072"
Malaysia,1990,56.32%,2.94%,"33,181,072"
Malaysia,1985,56.32%,2.48%,"33,181,072"
Malaysia,1980,56.32%,2.56%,"33,181,072"
Malaysia,1975,56.32%,2.40%,"33,181,072"
Malaysia,1970,56.32%,2.55%,"33,181,072"
Grenada,1955,56.12%,1.13%,"113,475"
Germany,1990,56.93%,0.35%,"83,883,596"
Germany,1985,56.93%,-0.15%,"83,883,596"
Germany,1980,56.93%,-0.15%,"83,883,596"
Germany,1975,56.93%,0.07%,"83,883,596"
Germany,1970,56.93%,0.60%,"83,883,596"
Israel,2022,58.96%,1.60%,"8,922,892"
Israel,2021,58.96%,1.63%,"8,922,892"
Malawi,2022,59.01%,2.69%,"20,180,839"
Malawi,2021,59.01%,2.69%,"20,180,839"
Malawi,2020,59.01%,2.69%,"20,180,839"
Malawi,2019,59.01%,2.68%,"20,180,839"
Bolivia,1995,57.11%,2.11%,"11,992,656"
Bolivia,1990,57.11%,2.13%,"11,992,656"
Bolivia,1985,57.11%,2.06%,"11,992,656"
Bolivia,1980,57.11%,2.21%,"11,992,656"
Bolivia,1975,57.11%,2.21%,"11,992,656"
Bolivia,1970,57.11%,2.11%,"11,992,656"
South Africa,2017,57.81%,1.43%,"60,756,135"
South Africa,2015,57.81%,1.58%,"60,756,135"
South Africa,2010,57.81%,1.36%,"60,756,135"
South Africa,2005,57.81%,1.26%,"60,756,135"
South Africa,2000,57.81%,1.65%,"60,756,135"
South Africa,1995,57.81%,2.40%,"60,756,135"
South Africa,1990,57.81%,2.40%,"60,756,135"
South Africa,1985,57.81%,2.73%,"60,756,135"
Guyana,1995,57.22%,0.48%,"794,045"
Guyana,1990,57.22%,-0.71%,"794,045"
Guyana,1985,57.22%,-0.25%,"794,045"
Guyana,1980,57.22%,0.90%,"794,045"
Guyana,1975,57.22%,1.14%,"794,045"
Guyana,1970,57.22%,1.58%,"794,045"
Guyana,1965,57.22%,2.66%,"794,045"
Saint Kitts And Nevis,2022,59.49%,0.69%,"53,871"
Saint Kitts And Nevis,2021,59.49%,0.73%,"53,871"
Saint Kitts And Nevis,2020,59.49%,0.71%,"53,871"
Vietnam,1985,57.36%,2.33%,"98,953,541"
Vietnam,1980,57.36%,2.19%,"98,953,541"
Vietnam,1975,57.36%,2.34%,"98,953,541"
Vietnam,1970,57.36%,2.77%,"98,953,541"
Vietnam,1965,57.36%,2.99%,"98,953,541"
Vietnam,1960,57.36%,3.02%,"98,953,541"
Vietnam,1955,57.36%,2.56%,"98,953,541"
Finland,2022,59.88%,0.16%,"5,554,960"
Finland,2021,59.88%,0.18%,"5,554,960"
Finland,2020,59.88%,0.15%,"5,554,960"
Finland,2019,59.88%,0.17%,"5,554,960"
Gabon,2019,58.48%,2.51%,"2,331,533"
Gabon,2018,58.48%,2.64%,"2,331,533"
Gabon,2017,58.48%,2.84%,"2,331,533"
Gabon,2015,58.48%,3.70%,"2,331,533"
Gabon,2010,58.48%,3.15%,"2,331,533"
Gabon,2005,58.48%,2.51%,"2,331,533"
Ethiopia,2019,57.43%,2.61%,"120,812,698"
Ethiopia,2018,57.43%,2.66%,"120,812,698"
Ethiopia,2017,57.43%,2.70%,"120,812,698"
Ethiopia,2015,57.43%,2.84%,"120,812,698"
Ethiopia,2010,57.43%,2.80%,"120,812,698"
Ethiopia,2005,57.43%,2.89%,"120,812,698"
Ethiopia,2000,57.43%,3.03%,"120,812,698"
Nauru,2022,60.39%,0.62%,"10,903"
Nauru,2021,60.39%,0.75%,"10,903"
Nauru,2020,60.39%,0.63%,"10,903"
Nauru,2019,60.39%,0.81%,"10,903"
Puerto Rico,1990,57.70%,0.84%,"2,829,812"
Puerto Rico,1985,57.70%,1.09%,"2,829,812"
Puerto Rico,1980,57.70%,1.67%,"2,829,812"
Puerto Rico,1975,57.70%,1.57%,"2,829,812"
Puerto Rico,1970,57.70%,0.97%,"2,829,812"
Puerto Rico,1965,57.70%,1.79%,"2,829,812"
Puerto Rico,1960,57.70%,0.89%,"2,829,812"
Malaysia,1965,56.32%,3.15%,"33,181,072"
Malaysia,1960,56.32%,2.99%,"33,181,072"
Malaysia,1955,56.32%,2.87%,"33,181,072"
Germany,1965,56.93%,0.76%,"83,883,596"
Germany,1960,56.93%,0.52%,"83,883,596"
Germany,1955,56.93%,0.45%,"83,883,596"
Israel,2020,58.96%,1.60%,"8,922,892"
Israel,2019,58.96%,1.65%,"8,922,892"
Israel,2018,58.96%,1.67%,"8,922,892"
Israel,2017,58.96%,1.66%,"8,922,892"
Israel,2015,58.96%,1.66%,"8,922,892"
Israel,2010,58.96%,2.39%,"8,922,892"
Israel,2005,58.96%,1.89%,"8,922,892"
Israel,2000,58.96%,2.44%,"8,922,892"
Malawi,2018,59.01%,2.68%,"20,180,839"
Malawi,2017,59.01%,2.70%,"20,180,839"
Malawi,2015,59.01%,2.86%,"20,180,839"
Malawi,2010,59.01%,2.86%,"20,180,839"
Malawi,2005,59.01%,2.52%,"20,180,839"
Malawi,2000,59.01%,2.52%,"20,180,839"
Malawi,1995,59.01%,0.92%,"20,180,839"
Bolivia,1965,57.11%,2.01%,"11,992,656"
Bolivia,1960,57.11%,1.88%,"11,992,656"
Bolivia,1955,57.11%,1.57%,"11,992,656"
South Africa,1980,57.81%,2.54%,"60,756,135"
South Africa,1975,57.81%,2.68%,"60,756,135"
South Africa,1970,57.81%,2.63%,"60,756,135"
South Africa,1965,57.81%,2.54%,"60,756,135"
South Africa,1960,57.81%,2.38%,"60,756,135"
South Africa,1955,57.81%,2.21%,"60,756,135"
Guyana,1960,57.22%,3.45%,"794,045"
Guyana,1955,57.22%,3.49%,"794,045"
Saint Kitts And Nevis,2019,59.49%,0.73%,"53,871"
Saint Kitts And Nevis,2018,59.49%,0.76%,"53,871"
Saint Kitts And Nevis,2017,59.49%,0.81%,"53,871"
Saint Kitts And Nevis,2015,59.49%,0.88%,"53,871"
Saint Kitts And Nevis,2010,59.49%,0.91%,"53,871"
Saint Kitts And Nevis,2005,59.49%,1.23%,"53,871"
Saint Kitts And Nevis,2000,59.49%,0.93%,"53,871"
Bahamas,2022,60.49%,0.96%,"400,516"
Bahamas,2021,60.49%,0.98%,"400,516"
Bahamas,2020,60.49%,0.97%,"400,516"
Bahamas,2019,60.49%,1.00%,"400,516"
Finland,2018,59.88%,0.20%,"5,554,960"
Finland,2017,59.88%,0.25%,"5,554,960"
Finland,2015,59.88%,0.43%,"5,554,960"
Finland,2010,59.88%,0.40%,"5,554,960"
Finland,2005,59.88%,0.27%,"5,554,960"
Finland,2000,59.88%,0.27%,"5,554,960"
Finland,1995,59.88%,0.49%,"5,554,960"
Gabon,2000,58.48%,2.51%,"2,331,533"
Gabon,1995,58.48%,2.70%,"2,331,533"
Gabon,1990,58.48%,2.80%,"2,331,533"
Gabon,1985,58.48%,2.63%,"2,331,533"
Gabon,1980,58.48%,2.32%,"2,331,533"
Gabon,1975,58.48%,1.90%,"2,331,533"
Gabon,1970,58.48%,2.02%,"2,331,533"
Gabon,1965,58.48%,1.26%,"2,331,533"
Oman,2022,61.29%,2.67%,"5,323,993"
Oman,2021,61.29%,3.12%,"5,323,993"
Ethiopia,1995,57.43%,3.56%,"120,812,698"
Ethiopia,1990,57.43%,3.33%,"120,812,698"
Ethiopia,1985,57.43%,2.96%,"120,812,698"
Ethiopia,1980,57.43%,1.53%,"120,812,698"
Ethiopia,1975,57.43%,2.77%,"120,812,698"
Ethiopia,1970,57.43%,2.58%,"120,812,698"
Ethiopia,1965,57.43%,2.46%,"120,812,698"
Ethiopia,1960,57.43%,2.12%,"120,812,698"
Maldives,2022,61.43%,1.74%,"540,985"
Maldives,2021,61.43%,2.71%,"540,985"
Maldives,2020,61.43%,1.81%,"540,985"
Nauru,2018,60.39%,0.92%,"10,903"
Nauru,2017,60.39%,0.94%,"10,903"
Nauru,2015,60.39%,0.74%,"10,903"
Nauru,2010,60.39%,0.32%,"10,903"
Nauru,2005,60.39%,-0.96%,"10,903"
Nauru,2000,60.39%,-0.55%,"10,903"
Puerto Rico,1955,57.70%,-0.20%,"2,829,812"
Israel,1995,58.96%,3.45%,"8,922,892"
Israel,1990,58.96%,1.97%,"8,922,892"
Israel,1985,58.96%,1.74%,"8,922,892"
Israel,1980,58.96%,2.34%,"8,922,892"
Israel,1975,58.96%,3.22%,"8,922,892"
Israel,1970,58.96%,2.47%,"8,922,892"
Israel,1965,58.96%,3.86%,"8,922,892"
Israel,1960,58.96%,4.02%,"8,922,892"
Malawi,1990,59.01%,5.29%,"20,180,839"
Malawi,1985,59.01%,3.06%,"20,180,839"
Malawi,1980,59.01%,3.03%,"20,180,839"
Malawi,1975,59.01%,2.74%,"20,180,839"
Malawi,1970,59.01%,2.61%,"20,180,839"
Malawi,1965,59.01%,2.47%,"20,180,839"
Ghana,2022,61.99%,2.15%,"32,395,450"
Ghana,2021,61.99%,2.19%,"32,395,450"
Ghana,2020,61.99%,2.15%,"32,395,450"
Senegal,2022,62.00%,2.74%,"17,653,671"
Senegal,2021,62.00%,2.78%,"17,653,671"
Senegal,2020,62.00%,2.75%,"17,653,671"
Senegal,2019,62.00%,2.79%,"17,653,671"
Ukraine,2022,62.03%,-0.59%,"43,192,122"
Ukraine,2021,62.03%,-0.56%,"43,192,122"
Ukraine,2020,62.03%,-0.59%,"43,192,122"
Saint Kitts And Nevis,1995,59.49%,0.89%,"53,871"
Saint Kitts And Nevis,1990,59.49%,-0.78%,"53,871"
Saint Kitts And Nevis,1985,59.49%,-0.63%,"53,871"
Saint Kitts And Nevis,1980,59.49%,-0.49%,"53,871"
Saint Kitts And Nevis,1975,59.49%,-0.27%,"53,871"
Saint Kitts And Nevis,1970,59.49%,-1.83%,"53,871"
Saint Kitts And Nevis,1965,59.49%,-0.79%,"53,871"
Saint Kitts And Nevis,1960,59.49%,1.09%,"53,871"
Saint Kitts And Nevis,1955,59.49%,1.04%,"53,871"
Bahamas,2018,60.49%,1.02%,"400,516"
Bahamas,2017,60.49%,1.01%,"400,516"
Bahamas,2015,60.49%,1.06%,"400,516"
Bahamas,2010,60.49%,1.79%,"400,516"
Bahamas,2005,60.49%,1.74%,"400,516"
Bahamas,2000,60.49%,1.24%,"400,516"
Bahamas,1995,60.49%,1.80%,"400,516"
Ireland,2022,62.42%,1.10%,"5,020,199"
Ireland,2021,62.42%,1.19%,"5,020,199"
Ireland,2020,62.42%,1.13%,"5,020,199"
Finland,1990,59.88%,0.34%,"5,554,960"
Finland,1985,59.88%,0.51%,"5,554,960"
Finland,1980,59.88%,0.29%,"5,554,960"
Finland,1975,59.88%,0.46%,"5,554,960"
Finland,1970,59.88%,0.19%,"5,554,960"
Finland,1965,59.88%,0.60%,"5,554,960"
Finland,1960,59.88%,0.91%,"5,554,960"
Djibouti,2022,62.99%,1.48%,"1,016,097"
Djibouti,2021,62.99%,1.53%,"1,016,097"
Djibouti,2020,62.99%,1.48%,"1,016,097"
Gabon,1960,58.48%,0.68%,"2,331,533"
Gabon,1955,58.48%,0.46%,"2,331,533"
Oman,2020,61.29%,2.65%,"5,323,993"
Oman,2019,61.29%,3.01%,"5,323,993"
Oman,2018,61.29%,3.50%,"5,323,993"
Oman,2017,61.29%,4.17%,"5,323,993"
Oman,2015,61.29%,7.01%,"5,323,993"
Oman,2010,61.29%,3.91%,"5,323,993"
Oman,2005,61.29%,2.06%,"5,323,993"
Ethiopia,1955,57.43%,1.93%,"120,812,698"
Maldives,2019,61.43%,2.96%,"540,985"
Maldives,2018,61.43%,3.89%,"540,985"
Maldives,2017,61.43%,4.39%,"540,985"
Maldives,2015,61.43%,4.46%,"540,985"
Maldives,2010,61.43%,2.73%,"540,985"
Maldives,2005,61.43%,2.73%,"540,985"
Maldives,2000,61.43%,1.91%,"540,985"
Nauru,1995,60.39%,2.26%,"10,903"
Nauru,1990,60.39%,2.26%,"10,903"
Nauru,1985,60.39%,1.89%,"10,903"
Nauru,1980,60.39%,1.53%,"10,903"
Nauru,1975,60.39%,1.83%,"10,903"
Nauru,1970,60.39%,2.27%,"10,903"
Nauru,1965,60.39%,6.00%,"10,903"
Israel,1955,58.96%,6.11%,"8,922,892"
Malawi,1960,59.01%,2.28%,"20,180,839"
Malawi,1955,59.01%,2.06%,"20,180,839"
Ghana,2019,61.99%,2.19%,"32,395,450"
Ghana,2018,61.99%,2.22%,"32,395,450"
Ghana,2017,61.99%,2.25%,"32,395,450"
Ghana,2015,61.99%,2.36%,"32,395,450"
Ghana,2010,61.99%,2.58%,"32,395,450"
Ghana,2005,61.99%,2.50%,"32,395,450"
Ghana,2000,61.99%,2.53%,"32,395,450"
Senegal,2018,62.00%,2.82%,"17,653,671"
Senegal,2017,62.00%,2.84%,"17,653,671"
Senegal,2015,62.00%,2.83%,"17,653,671"
Senegal,2010,62.00%,2.71%,"17,653,671"
Senegal,2005,62.00%,2.51%,"17,653,671"
Senegal,2000,62.00%,2.43%,"17,653,671"
Senegal,1995,62.00%,2.92%,"17,653,671"
Senegal,1990,62.00%,3.07%,"17,653,671"
Burundi,2022,63.54%,3.12%,"12,624,840"
Burundi,2021,63.54%,3.16%,"12,624,840"
Burundi,2020,63.54%,3.12%,"12,624,840"
Burundi,2019,63.54%,3.18%,"12,624,840"
Ukraine,2019,62.03%,-0.57%,"43,192,122"
